4|52
4.75|57
5.5|56
5.75|52
7.5|51
8|52
8.75|57
9.5|56
9.75|52
11.5|51
12|45
12.75|52
13.5|45
13.75|47
15.5|47
16|52
16.75|57
17.5|54
17.75|56
19.5|56
20|57
20.75|57
21.5|56
21.75|59
23.25|61
24|56
26|49
27|47
28|45
28.75|49
29.5|45
29.75|47
31.5|47
32|52
32.75|57
33.5|56
33.75|52
35.25|52
35.5|52
35.75|52
36|45
36.75|52
37.5|45
38|47
38.75|56
39.5|52
40|45
40.75|52
41.5|45
42|47
42.75|56
43.5|52
44|45
44.75|52
45.5|45
46|47
46.75|56
47.5|52
48|54
48.75|59
49.5|45
50|47
50.75|52
51.5|44
52|45
52.75|52
53.5|45
54|47
54.75|56
55.5|52
56|45
56.75|52
57.5|45
58|47
58.75|56
59.5|52
60|45
60.75|52
61.5|45
62|47
62.75|56
63.5|52
64|54
64.75|59
65.5|45
66|47
66.75|52
67.5|44
68|49
69|49
69.75|54
71.25|57
71.5|56
71.75|54
72|49
73|49
73.75|45
75.25|44
75.5|45
75.75|46
76|49
77|49
77.75|54
79.25|57
79.5|56
79.75|52
80|47
81.5|45
81.75|47
82.25|54
82.75|51
83.25|47
83.5|47
83.75|47
84|49
85|49
85.75|54
87.25|57
87.5|56
87.75|54
88|49
89|49
89.75|45
91.25|44
91.5|45
91.75|46
92|49
93|49
93.75|54
95.25|57
95.5|56
95.75|52
96|47
97.5|45
97.75|47
98.25|54
98.75|51
99.25|47
99.5|47
99.75|47
100|52
100.75|57
101.5|56
101.75|52
103.5|51
104|52
104.75|57
105.5|56
105.75|52
107.5|51
108|45
108.75|52
109.5|45
109.75|47
111.5|47
112|52
112.75|57
113.5|54
113.75|56
115.5|56
116|57
116.75|57
117.5|56
117.75|59
119.25|61
120|56
122|49
123|47
124|45
124.75|49
125.5|45
125.75|47
127.5|47
128|52
128.75|57
129.5|56
129.75|52
131.25|52
131.5|52
131.75|52
132|45
132.75|52
133.5|45
134|47
134.75|56
135.5|52
136|45
136.75|52
137.5|45
138|47
138.75|56
139.5|52
140|45
140.75|52
141.5|45
142|47
142.75|56
143.5|52
144|54
144.75|59
145.5|45
146|47
146.75|52
147.5|44
148|45
148.75|52
149.5|45
150|47
150.75|56
151.5|52
152|45
152.75|52
153.5|45
154|47
154.75|56
155.5|52
156|45
156.75|52
157.5|45
158|47
158.75|56
159.5|52
160|54
160.75|59
161.5|45
162|47
162.75|52
163.25|64
163.5|64
163.75|64
