0|72
0.631578|72
1.263156|72
1.894734|72
2.526312|72
3.15789|72
3.789468|72
4.421046|72
5.052624|72
5.684202|72
6.31578|72
6.947358|72
7.578936|72
8.210514|72
8.842092|72
9.47367|72
10.10525|72
10.73683|72
11.3684|72
11.99998|72
12.63156|72
13.26314|72
13.89472|72
14.52629|72
15.15787|72
15.78945|72
16.42103|72
17.05261|72
17.68418|72
18.31576|72
18.94734|72
19.57892|72
20.2105|72
20.84207|72
21.47365|72
22.10523|72
22.73681|72
23.36839|72
23.99996|72
24.63154|72
25.26312|72
25.8947|72
26.52628|72
27.15785|72
27.78943|72
28.42101|72
29.05259|72
29.68417|72
30.31574|72
30.94732|72
31.5789|72
32.21048|72
32.84206|72
33.47363|72
34.10521|72
34.73679|72
35.36837|72
35.99995|72
36.63152|72
37.2631|72
37.89468|72
38.52626|72
39.15784|72
39.78941|72
40.42099|72
41.05257|72
41.68415|72
42.31573|72
42.9473|72
43.57888|72
44.21046|72
44.84204|72
45.47362|72
46.10519|72
46.73677|72
47.36835|72
47.99993|72
48.63151|72
49.26308|72
49.89466|72
50.52624|72
51.15782|72
51.78939|72
52.42097|72
53.05255|72
53.68413|72
54.31571|72
54.94728|72
55.57887|72
56.21044|72
56.84202|72
57.4736|72
58.10518|72
58.73676|72
59.36833|72
59.99991|72
60.63149|72
61.26307|72
61.89465|72
62.52622|72
63.1578|72
63.78938|72
64.42096|72
65.05254|72
65.68411|72
66.31569|72
66.94727|72
67.57885|72
68.21043|72
68.842|72
69.47358|72
70.10516|72
70.73673|72
71.36832|72
71.99989|72
72.63147|72
73.26305|72
73.89462|72
74.52621|72
75.15778|72
75.78936|72
76.42094|72
77.05251|72
77.6841|72
78.31567|72
78.94725|72
79.57883|72
80.2104|72
80.84199|72
81.47356|72
82.10514|72
82.73672|72
83.36829|72
83.99987|72
84.63145|72
85.26303|72
85.89461|72
86.52618|72
87.15776|72
87.78934|72
88.42092|72
89.0525|72
89.68407|72
90.31565|72
90.94724|72
91.57881|72
92.21039|72
92.84196|72
93.47354|72
94.10513|72
94.7367|72
95.36828|72
95.99986|72
96.63143|72
97.26302|72
97.89459|72
98.52617|72
99.15775|72
99.78932|72
100.4209|72
101.0525|72
101.6841|72
102.3156|72
102.9472|72
103.5788|72
104.2104|72
104.8419|72
105.4735|72
106.1051|72
106.7367|72
107.3683|72
107.9998|72
108.6314|72
109.263|72
109.8946|72
110.5262|72
111.1577|72
111.7893|72
112.4209|72
113.0525|72
113.684|72
114.3156|72
114.9472|72
115.5788|72
116.2104|72
116.8419|72
117.4735|72
118.1051|72
118.7367|72
119.3682|72
119.9998|72
120.6314|72
121.263|72
121.8946|72
122.5261|72
123.1577|72
123.7893|72
124.4209|72
125.0524|72
125.684|72
126.3156|72
126.9472|72
127.5788|72
128.2103|72
128.8419|72
129.4735|72
130.1051|72
130.7366|72
131.3682|72
131.9998|72
132.6314|72
133.263|72
133.8945|72
134.5261|72
135.1577|72
135.7893|72
136.4209|72
137.0524|72
137.684|72
138.3156|72
138.9472|72
139.5787|72
140.2103|72
140.8419|72
141.4735|72
142.1051|72
142.7366|72
143.3682|72
143.9998|72
144.6314|72
145.2629|72
145.8945|72
146.5261|72
147.1577|72
147.7892|72
148.4208|72
149.0524|72
149.684|72
150.3156|72
150.9471|72
151.5787|72
152.2103|72
152.8419|72
153.4734|72
154.105|72
154.7366|72
155.3682|72
155.9998|72
156.6313|72
157.2629|72
157.8945|72
158.5261|72
159.1577|72
159.7892|72
160.4208|72
161.0524|72
161.684|72
162.3156|72
162.9471|72
163.5787|72
164.2103|72
164.8419|72
165.4734|72
166.105|72
166.7366|72
167.3682|72
167.9997|72
168.6313|72
169.2629|72
169.8945|72
170.5261|72
171.1576|72
171.7892|72
172.4208|72
173.0524|72
173.6839|72
174.3155|72
